No.     Time           Source                Destination           Protocol Length Info
   7178 11.549949000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24836 Win=48270 Len=0
   7179 11.550274000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7180 11.555524000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7181 11.555608000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24860 Win=48246 Len=0
   7182 11.556144000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7183 11.556194000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7184 11.556247000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24862 Win=48244 Len=0
   7185 11.556285000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7186 11.556622000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7187 11.556689000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24869 Win=48237 Len=0
   7188 11.556729000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7189 11.559837000   192.168.0.1           192.168.0.2           TCP      64     [TCP segment of a reassembled PDU]
   7190 11.559915000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24880 Win=48226 Len=0
   7191 11.560125000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7192 11.560501000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7193 11.560526000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24882 Win=48224 Len=0
   7194 11.560546000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7195 11.560878000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7196 11.560902000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24889 Win=48217 Len=0
   7197 11.560922000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7198 11.564156000   192.168.0.1           192.168.0.2           TCP      66     [TCP segment of a reassembled PDU]
   7199 11.564241000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24902 Win=48204 Len=0
   7200 11.564639000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7201 11.564661000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7202 11.564687000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24904 Win=48202 Len=0
   7203 11.565045000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7204 11.565077000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7205 11.565109000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24911 Win=48195 Len=0
   7206 11.565648000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7207 11.571000000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7208 11.571075000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24935 Win=48171 Len=0
   7209 11.571116000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7210 11.571430000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7211 11.571499000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24937 Win=48169 Len=0
   7212 11.571538000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7213 11.571896000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7214 11.571963000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24944 Win=48162 Len=0
   7215 11.572003000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7216 11.577709000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7217 11.577794000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24968 Win=48138 Len=0
   7218 11.577987000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7219 11.578384000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7220 11.578416000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24970 Win=48136 Len=0
   7221 11.578439000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7222 11.578769000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7223 11.578798000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=24977 Win=48129 Len=0
   7224 11.578820000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7225 11.584480000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7226 11.584564000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25000 Win=48106 Len=0
   7227 11.584974000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7228 11.585000000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7229 11.585025000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25002 Win=48104 Len=0
   7230 11.585393000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7231 11.585438000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7232 11.585480000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25009 Win=48097 Len=0
   7233 11.586008000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7234 11.591336000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7235 11.591543000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25032 Win=48074 Len=0
   7236 11.591885000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7237 11.591910000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7238 11.591935000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25034 Win=48072 Len=0
   7239 11.591958000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7240 11.592291000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7241 11.592320000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25041 Win=48065 Len=0
   7242 11.592342000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7243 11.598338000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7244 11.598431000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25065 Win=48041 Len=0
   7245 11.598488000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7246 11.599071000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7247 11.599143000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25067 Win=48039 Len=0
   7248 11.599184000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7249 11.599207000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7250 11.599241000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25074 Win=48032 Len=0
   7251 11.599381000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7252 11.605437000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7253 11.605514000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25098 Win=48008 Len=0
   7254 11.605556000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7255 11.606029000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7256 11.606096000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25100 Win=48006 Len=0
   7257 11.606137000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7258 11.606159000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7259 11.606186000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25107 Win=47999 Len=0
   7260 11.606322000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7261 11.615035000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7262 11.615122000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25131 Win=47975 Len=0
   7263 11.615162000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7264 11.615497000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7265 11.615532000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25133 Win=47973 Len=0
   7266 11.615558000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7267 11.615885000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7268 11.615910000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25140 Win=47966 Len=0
   7269 11.615931000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7270 11.621761000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7271 11.621833000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25164 Win=47942 Len=0
   7272 11.622451000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7273 11.622507000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7274 11.622553000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25166 Win=47940 Len=0
   7275 11.622592000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7276 11.622745000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7277 11.622798000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25173 Win=47933 Len=0
   7278 11.623203000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7279 11.626905000   192.168.0.1           192.168.0.2           TCP      66     [TCP segment of a reassembled PDU]
   7280 11.626983000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25186 Win=47920 Len=0
   7281 11.627024000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7282 11.627337000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7283 11.627363000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25188 Win=47918 Len=0
   7284 11.627384000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7285 11.627716000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7286 11.627740000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25195 Win=47911 Len=0
   7287 11.627760000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7288 11.633044000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7289 11.633132000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25218 Win=47888 Len=0
   7290 11.633712000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7291 11.633759000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7292 11.633803000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25220 Win=47886 Len=0
   7293 11.633840000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7294 11.634171000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7295 11.634247000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25227 Win=47879 Len=0
   7296 11.634286000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7297 11.637452000   192.168.0.1           192.168.0.2           TCP      64     [TCP segment of a reassembled PDU]
   7298 11.637529000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25238 Win=47868 Len=0
   7299 11.637927000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7300 11.637975000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7301 11.638019000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25240 Win=47866 Len=0
   7302 11.638430000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7303 11.638480000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7304 11.638524000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25247 Win=47859 Len=0
   7305 11.638882000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7306 11.641914000   192.168.0.1           192.168.0.2           TCP      66     [TCP segment of a reassembled PDU]
   7307 11.641990000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25260 Win=47846 Len=0
   7308 11.642357000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7309 11.642398000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7310 11.642435000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25262 Win=47844 Len=0
   7311 11.642801000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7312 11.642826000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7313 11.642852000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=19124 Ack=25269 Win=47837 Len=0
   7314 11.642875000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7315 11.648296000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7316 11.648381000   192.168.0.2           192.168.0.1           TCP      1080   [TCP Window Full] [TCP segment of a reassembled PDU]
   7317 11.648791000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7318 11.648816000   192.168.0.1           192.168.0.2           HTTP     60     [TCP ZeroWindow] Continuation or non-HTTP traffic
   7319 11.648851000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25295 Win=47811 Len=0
   7320 11.649204000   192.168.0.1           192.168.0.2           TCP      60     [TCP ZeroWindow] http > 49399 [ACK] Seq=25295 Ack=20150 Win=0 Len=0
   7321 11.649227000   192.168.0.1           192.168.0.2           TCP      60     [TCP ZeroWindow] [TCP segment of a reassembled PDU]
   7322 11.649244000   192.168.0.1           192.168.0.2           TCP      60     [TCP ZeroWindow] [TCP segment of a reassembled PDU]
   7323 11.649267000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25302 Win=47804 Len=0
   7324 11.649625000   192.168.0.1           192.168.0.2           HTTP     60     [TCP ZeroWindow] Continuation or non-HTTP traffic
   7325 11.649667000   192.168.0.1           192.168.0.2           TCP      60     [TCP ZeroWindow] http > 49399 [ACK] Seq=25303 Ack=20150 Win=0 Len=0
   7326 11.655573000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7327 11.655673000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25326 Win=47780 Len=0
   7328 11.655716000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7329 11.656021000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7330 11.656055000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25328 Win=47778 Len=0
   7331 11.656079000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7332 11.656398000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7333 11.656427000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25335 Win=47771 Len=0
   7334 11.656448000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7335 11.662217000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7336 11.662279000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25359 Win=47747 Len=0
   7337 11.662661000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7338 11.662690000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7339 11.662716000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25361 Win=47745 Len=0
   7340 11.663072000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7341 11.663097000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7342 11.663123000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25368 Win=47738 Len=0
   7343 11.663477000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7344 11.669482000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7345 11.669518000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25392 Win=47714 Len=0
   7346 11.669543000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7347 11.669871000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7348 11.669904000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25394 Win=47712 Len=0
   7349 11.669928000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7350 11.670274000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7351 11.670307000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25401 Win=47705 Len=0
   7352 11.670331000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7353 11.676152000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7354 11.676240000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25425 Win=47681 Len=0
   7355 11.676631000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7356 11.676658000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7357 11.676684000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25427 Win=47679 Len=0
   7358 11.677039000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7359 11.677065000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7360 11.677090000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25434 Win=47672 Len=0
   7361 11.677442000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7362 11.683406000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7363 11.683438000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25458 Win=47648 Len=0
   7364 11.683453000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7365 11.683794000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7366 11.683810000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25460 Win=47646 Len=0
   7367 11.683820000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7368 11.684147000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7369 11.684157000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25467 Win=47639 Len=0
   7370 11.684166000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7371 11.690055000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7372 11.690074000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25491 Win=47615 Len=0
   7373 11.690410000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7374 11.690806000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7375 11.690819000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25493 Win=47613 Len=0
   7376 11.690828000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7377 11.691159000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7378 11.691172000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25500 Win=47606 Len=0
   7379 11.691181000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7380 11.697074000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7381 11.697098000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25524 Win=47582 Len=0
   7382 11.697450000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7383 11.697817000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7384 11.697830000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25526 Win=47580 Len=0
   7385 11.697840000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7386 11.698172000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7387 11.698185000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25533 Win=47573 Len=0
   7388 11.698194000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7389 11.703901000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7390 11.703930000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25556 Win=47550 Len=0
   7391 11.704283000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7392 11.704641000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7393 11.704655000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25558 Win=47548 Len=0
   7394 11.704664000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7395 11.704995000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7396 11.705008000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25565 Win=47541 Len=0
   7397 11.705017000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7398 11.710687000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7399 11.710731000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25588 Win=47518 Len=0
   7400 11.711091000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7401 11.711101000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7402 11.711110000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25590 Win=47516 Len=0
   7403 11.711447000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7404 11.711870000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7405 11.711881000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25597 Win=47509 Len=0
   7406 11.711889000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7407 11.717474000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7408 11.717515000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25620 Win=47486 Len=0
   7409 11.717875000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7410 11.717884000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7411 11.717894000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25622 Win=47484 Len=0
   7412 11.718229000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7413 11.718658000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7414 11.718669000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25629 Win=47477 Len=0
   7415 11.718677000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7416 11.724246000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7417 11.724266000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25652 Win=47454 Len=0
   7418 11.724614000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7419 11.724993000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7420 11.725006000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25654 Win=47452 Len=0
   7421 11.725015000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7422 11.725347000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7423 11.725361000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25661 Win=47445 Len=0
   7424 11.725371000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7425 11.729091000   192.168.0.1           192.168.0.2           TCP      66     [TCP segment of a reassembled PDU]
   7426 11.729121000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25674 Win=47432 Len=0
   7427 11.729474000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7428 11.729840000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7429 11.729855000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25676 Win=47430 Len=0
   7430 11.729865000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
